id,symbol,indicator,signal,date
626,NVDA,bollinger,Hold,2016-09-18
627,NVDA,ma-cross,Buy,2016-09-18
628,NVDA,dmi,Buy,2016-09-18
629,NVDA,mfi,Hold,2016-09-18
630,NVDA,trendline,Buy,2016-09-18
631,NVDA,rsi,Hold,2016-09-25
632,NVDA,macd,Buy,2016-09-25
633,NVDA,bollinger,Hold,2016-09-25
634,NVDA,ma-cross,Buy,2016-09-25
635,NVDA,dmi,Buy,2016-09-25
636,NVDA,mfi,Hold,2016-09-25
637,NVDA,trendline,Buy,2016-09-25
638,NVDA,rsi,Sell,2016-10-02
639,NVDA,macd,Buy,2016-10-02
640,NVDA,bollinger,Sell,2016-10-02
641,NVDA,ma-cross,Buy,2016-10-02
642,NVDA,dmi,Buy,2016-10-02
643,NVDA,mfi,Hold,2016-10-02
644,NVDA,trendline,Buy,2016-10-02
645,NVDA,rsi,Hold,2016-10-09
646,NVDA,macd,Buy,2016-10-09
647,NVDA,bollinger,Hold,2016-10-09
648,NVDA,ma-cross,Buy,2016-10-09
649,NVDA,dmi,Buy,2016-10-09
650,NVDA,mfi,Hold,2016-10-09
651,NVDA,trendline,Buy,2016-10-09
652,NVDA,rsi,Hold,2016-10-16
653,NVDA,macd,Sell,2016-10-16
654,NVDA,bollinger,Hold,2016-10-16
655,NVDA,ma-cross,Buy,2016-10-16
656,NVDA,dmi,Sell,2016-10-16
657,NVDA,mfi,Hold,2016-10-16
658,NVDA,trendline,Sell,2016-10-16
659,NVDA,rsi,Hold,2016-10-23
660,NVDA,macd,Sell,2016-10-23
661,NVDA,bollinger,Hold,2016-10-23
662,NVDA,ma-cross,Buy,2016-10-23
663,NVDA,dmi,Buy,2016-10-23
664,NVDA,mfi,Hold,2016-10-23
665,NVDA,trendline,Buy,2016-10-23
666,NVDA,rsi,Hold,2016-10-30
667,NVDA,macd,Buy,2016-10-30
668,NVDA,bollinger,Hold,2016-10-30
669,NVDA,ma-cross,Buy,2016-10-30
670,NVDA,dmi,Buy,2016-10-30
671,NVDA,mfi,Hold,2016-10-30
672,NVDA,trendline,Buy,2016-10-30
673,NVDA,rsi,Hold,2016-11-06
674,NVDA,macd,Sell,2016-11-06
675,NVDA,bollinger,Hold,2016-11-06
676,NVDA,ma-cross,Buy,2016-11-06
677,NVDA,dmi,Sell,2016-11-06
678,NVDA,mfi,Hold,2016-11-06
679,NVDA,trendline,Sell,2016-11-06
680,NVDA,rsi,Sell,2016-11-13
681,NVDA,macd,Buy,2016-11-13
682,NVDA,bollinger,Sell,2016-11-13
683,NVDA,ma-cross,Buy,2016-11-13
684,NVDA,dmi,Buy,2016-11-13
685,NVDA,mfi,Hold,2016-11-13
686,NVDA,trendline,Buy,2016-11-13
687,NVDA,rsi,Sell,2016-11-20
688,NVDA,macd,Buy,2016-11-20
689,NVDA,bollinger,Hold,2016-11-20
690,NVDA,ma-cross,Buy,2016-11-20
691,NVDA,dmi,Buy,2016-11-20
692,NVDA,mfi,Hold,2016-11-20
693,NVDA,trendline,Buy,2016-11-20
694,NVDA,rsi,Sell,2016-11-27
695,NVDA,macd,Buy,2016-11-27
696,NVDA,bollinger,Hold,2016-11-27
697,NVDA,ma-cross,Buy,2016-11-27
698,NVDA,dmi,Buy,2016-11-27
699,NVDA,mfi,Sell,2016-11-27
700,NVDA,trendline,Buy,2016-11-27
701,NVDA,rsi,Hold,2016-12-04
702,NVDA,macd,Sell,2016-12-04
703,NVDA,bollinger,Hold,2016-12-04
704,NVDA,ma-cross,Buy,2016-12-04
705,NVDA,dmi,Buy,2016-12-04
706,NVDA,mfi,Hold,2016-12-04
707,NVDA,trendline,Buy,2016-12-04
708,NVDA,rsi,Hold,2016-12-11
709,NVDA,macd,Sell,2016-12-11
710,NVDA,bollinger,Hold,2016-12-11
711,NVDA,ma-cross,Buy,2016-12-11
712,NVDA,dmi,Buy,2016-12-11
713,NVDA,mfi,Hold,2016-12-11
714,NVDA,trendline,Buy,2016-12-11
715,NVDA,rsi,Sell,2016-12-18
716,NVDA,macd,Sell,2016-12-18
717,NVDA,bollinger,Sell,2016-12-18
718,NVDA,ma-cross,Buy,2016-12-18
719,NVDA,dmi,Buy,2016-12-18
720,NVDA,mfi,Hold,2016-12-18
721,NVDA,trendline,Buy,2016-12-18
722,NVDA,rsi,Sell,2016-12-25
723,NVDA,macd,Buy,2016-12-25
724,NVDA,bollinger,Sell,2016-12-25
725,NVDA,ma-cross,Buy,2016-12-25
726,NVDA,dmi,Buy,2016-12-25
727,NVDA,mfi,Sell,2016-12-25
728,NVDA,trendline,Buy,2016-12-25
729,NVDA,rsi,Hold,2017-01-01
730,NVDA,macd,Buy,2017-01-01
731,NVDA,bollinger,Hold,2017-01-01
732,NVDA,ma-cross,Buy,2017-01-01
733,NVDA,dmi,Buy,2017-01-01
734,NVDA,mfi,Hold,2017-01-01
735,NVDA,trendline,Buy,2017-01-01
736,NVDA,rsi,Hold,2017-01-08
737,NVDA,macd,Sell,2017-01-08
738,NVDA,bollinger,Hold,2017-01-08
739,NVDA,ma-cross,Buy,2017-01-08
740,NVDA,dmi,Buy,2017-01-08
741,NVDA,mfi,Hold,2017-01-08
742,NVDA,trendline,Buy,2017-01-08
743,NVDA,rsi,Hold,2017-01-15
744,NVDA,macd,Sell,2017-01-15
745,NVDA,bollinger,Hold,2017-01-15
746,NVDA,ma-cross,Buy,2017-01-15
747,NVDA,dmi,Buy,2017-01-15
748,NVDA,mfi,Hold,2017-01-15
749,NVDA,trendline,Sell,2017-01-15
750,NVDA,rsi,Hold,2017-01-22
751,NVDA,macd,Sell,2017-01-22
752,NVDA,bollinger,Hold,2017-01-22
753,NVDA,ma-cross,Buy,2017-01-22
754,NVDA,dmi,Buy,2017-01-22
755,NVDA,mfi,Hold,2017-01-22
756,NVDA,trendline,Sell,2017-01-22
757,NVDA,rsi,Hold,2017-01-29
758,NVDA,macd,Buy,2017-01-29
759,NVDA,bollinger,Sell,2017-01-29
760,NVDA,ma-cross,Buy,2017-01-29
761,NVDA,dmi,Buy,2017-01-29
762,NVDA,mfi,Hold,2017-01-29
763,NVDA,trendline,Buy,2017-01-29
764,NVDA,rsi,Hold,2017-02-05
765,NVDA,macd,Buy,2017-02-05
766,NVDA,bollinger,Hold,2017-02-05
767,NVDA,ma-cross,Buy,2017-02-05
768,NVDA,dmi,Buy,2017-02-05
769,NVDA,mfi,Hold,2017-02-05
770,NVDA,trendline,Buy,2017-02-05
771,NVDA,rsi,Hold,2017-02-12
772,NVDA,macd,Buy,2017-02-12
773,NVDA,bollinger,Hold,2017-02-12
774,NVDA,ma-cross,Buy,2017-02-12
775,NVDA,dmi,Buy,2017-02-12
776,NVDA,mfi,Hold,2017-02-12
777,NVDA,trendline,Buy,2017-02-12
778,NVDA,rsi,Hold,2017-02-19
779,NVDA,macd,Sell,2017-02-19
780,NVDA,bollinger,Hold,2017-02-19
781,NVDA,ma-cross,Buy,2017-02-19
782,NVDA,dmi,Sell,2017-02-19
783,NVDA,mfi,Hold,2017-02-19
784,NVDA,trendline,Sell,2017-02-19
785,NVDA,rsi,Hold,2017-02-26
786,NVDA,macd,Sell,2017-02-26
787,NVDA,bollinger,Hold,2017-02-26
788,NVDA,ma-cross,Buy,2017-02-26
789,NVDA,dmi,Sell,2017-02-26
790,NVDA,mfi,Hold,2017-02-26
791,NVDA,trendline,Sell,2017-02-26
792,NVDA,rsi,Hold,2017-03-05
793,NVDA,macd,Sell,2017-03-05
794,NVDA,bollinger,Hold,2017-03-05
795,NVDA,ma-cross,Buy,2017-03-05
796,NVDA,dmi,Sell,2017-03-05
797,NVDA,mfi,Hold,2017-03-05
798,NVDA,trendline,Sell,2017-03-05
799,NVDA,rsi,Hold,2017-03-12
800,NVDA,macd,Sell,2017-03-12
801,NVDA,bollinger,Hold,2017-03-12
802,NVDA,ma-cross,Buy,2017-03-12
803,NVDA,dmi,Sell,2017-03-12
804,NVDA,mfi,Hold,2017-03-12
805,NVDA,trendline,Sell,2017-03-12
806,NVDA,rsi,Hold,2017-03-19
807,NVDA,macd,Buy,2017-03-19
808,NVDA,bollinger,Hold,2017-03-19
809,NVDA,ma-cross,Buy,2017-03-19
810,NVDA,dmi,Buy,2017-03-19
811,NVDA,mfi,Hold,2017-03-19
812,NVDA,trendline,Buy,2017-03-19
813,NVDA,rsi,Hold,2017-03-26
814,NVDA,macd,Buy,2017-03-26
815,NVDA,bollinger,Hold,2017-03-26
816,NVDA,ma-cross,Buy,2017-03-26
817,NVDA,dmi,Buy,2017-03-26
818,NVDA,mfi,Sell,2017-03-26
819,NVDA,trendline,Buy,2017-03-26
820,NVDA,rsi,Hold,2017-04-02
821,NVDA,macd,Buy,2017-04-02
822,NVDA,bollinger,Hold,2017-04-02
823,NVDA,ma-cross,Buy,2017-04-02
824,NVDA,dmi,Buy,2017-04-02
825,NVDA,mfi,Hold,2017-04-02
826,NVDA,trendline,Buy,2017-04-02
827,NVDA,rsi,Hold,2017-04-09
828,NVDA,macd,Sell,2017-04-09
829,NVDA,bollinger,Hold,2017-04-09
830,NVDA,ma-cross,Buy,2017-04-09
831,NVDA,dmi,Sell,2017-04-09
832,NVDA,mfi,Hold,2017-04-09
833,NVDA,trendline,Sell,2017-04-09
834,NVDA,rsi,Hold,2017-04-16
835,NVDA,macd,Sell,2017-04-16
836,NVDA,bollinger,Hold,2017-04-16
837,NVDA,ma-cross,Buy,2017-04-16
838,NVDA,dmi,Sell,2017-04-16
839,NVDA,mfi,Hold,2017-04-16
840,NVDA,trendline,Sell,2017-04-16
841,NVDA,rsi,Hold,2017-04-23
842,NVDA,macd,Buy,2017-04-23
843,NVDA,bollinger,Hold,2017-04-23
844,NVDA,ma-cross,Buy,2017-04-23
845,NVDA,dmi,Sell,2017-04-23
846,NVDA,mfi,Hold,2017-04-23
847,NVDA,trendline,Sell,2017-04-23
848,NVDA,rsi,Hold,2017-04-30
849,NVDA,macd,Buy,2017-04-30
850,NVDA,bollinger,Hold,2017-04-30
851,NVDA,ma-cross,Buy,2017-04-30
852,NVDA,dmi,Buy,2017-04-30
853,NVDA,mfi,Hold,2017-04-30
854,NVDA,trendline,Buy,2017-04-30
855,NVDA,rsi,Hold,2017-05-07
856,NVDA,macd,Buy,2017-05-07
857,NVDA,bollinger,Hold,2017-05-07
858,NVDA,ma-cross,Buy,2017-05-07
859,NVDA,dmi,Buy,2017-05-07
860,NVDA,mfi,Hold,2017-05-07
861,NVDA,trendline,Buy,2017-05-07
862,NVDA,rsi,Sell,2017-05-14
863,NVDA,macd,Buy,2017-05-14
864,NVDA,bollinger,Sell,2017-05-14
865,NVDA,ma-cross,Buy,2017-05-14
866,NVDA,dmi,Buy,2017-05-14
867,NVDA,mfi,Sell,2017-05-14
868,NVDA,trendline,Buy,2017-05-14
869,NVDA,rsi,Sell,2017-05-21
870,NVDA,macd,Buy,2017-05-21
871,NVDA,bollinger,Hold,2017-05-21
872,NVDA,ma-cross,Buy,2017-05-21
873,NVDA,dmi,Buy,2017-05-21
874,NVDA,mfi,Sell,2017-05-21
875,NVDA,trendline,Buy,2017-05-21
876,NVDA,rsi,Sell,2017-05-28
877,NVDA,macd,Buy,2017-05-28
878,NVDA,bollinger,Hold,2017-05-28
879,NVDA,ma-cross,Buy,2017-05-28
880,NVDA,dmi,Buy,2017-05-28
881,NVDA,mfi,Sell,2017-05-28
882,NVDA,trendline,Buy,2017-05-28
883,NVDA,rsi,Sell,2017-06-04
884,NVDA,macd,Buy,2017-06-04
885,NVDA,bollinger,Hold,2017-06-04
886,NVDA,ma-cross,Buy,2017-06-04
887,NVDA,dmi,Buy,2017-06-04
888,NVDA,mfi,Hold,2017-06-04
889,NVDA,trendline,Buy,2017-06-04
890,NVDA,rsi,Hold,2017-06-11
891,NVDA,macd,Buy,2017-06-11
892,NVDA,bollinger,Hold,2017-06-11
893,NVDA,ma-cross,Buy,2017-06-11
894,NVDA,dmi,Buy,2017-06-11
895,NVDA,mfi,Hold,2017-06-11
896,NVDA,trendline,Buy,2017-06-11
897,NVDA,rsi,Hold,2017-06-18
898,NVDA,macd,Sell,2017-06-18
899,NVDA,bollinger,Hold,2017-06-18
900,NVDA,ma-cross,Buy,2017-06-18
901,NVDA,dmi,Buy,2017-06-18
902,NVDA,mfi,Hold,2017-06-18
903,NVDA,trendline,Buy,2017-06-18
904,NVDA,rsi,Hold,2017-06-25
905,NVDA,macd,Sell,2017-06-25
906,NVDA,bollinger,Hold,2017-06-25
907,NVDA,ma-cross,Buy,2017-06-25
908,NVDA,dmi,Buy,2017-06-25
909,NVDA,mfi,Hold,2017-06-25
910,NVDA,trendline,Buy,2017-06-25
911,NVDA,rsi,Hold,2017-07-02
912,NVDA,macd,Sell,2017-07-02
913,NVDA,bollinger,Hold,2017-07-02
914,NVDA,ma-cross,Buy,2017-07-02
915,NVDA,dmi,Sell,2017-07-02
916,NVDA,mfi,Hold,2017-07-02
917,NVDA,trendline,Sell,2017-07-02
918,NVDA,rsi,Hold,2017-07-09
919,NVDA,macd,Sell,2017-07-09
920,NVDA,bollinger,Hold,2017-07-09
921,NVDA,ma-cross,Buy,2017-07-09
922,NVDA,dmi,Sell,2017-07-09
923,NVDA,mfi,Hold,2017-07-09
924,NVDA,trendline,Sell,2017-07-09
925,NVDA,rsi,Hold,2017-07-16
926,NVDA,macd,Buy,2017-07-16
927,NVDA,bollinger,Hold,2017-07-16
928,NVDA,ma-cross,Buy,2017-07-16
929,NVDA,dmi,Buy,2017-07-16
930,NVDA,mfi,Hold,2017-07-16
931,NVDA,trendline,Buy,2017-07-16
932,NVDA,rsi,Hold,2017-07-23
933,NVDA,macd,Buy,2017-07-23
934,NVDA,bollinger,Hold,2017-07-23
935,NVDA,ma-cross,Buy,2017-07-23
936,NVDA,dmi,Buy,2017-07-23
937,NVDA,mfi,Sell,2017-07-23
938,NVDA,trendline,Buy,2017-07-23
939,NVDA,rsi,Hold,2017-07-30
940,NVDA,macd,Sell,2017-07-30
941,NVDA,bollinger,Hold,2017-07-30
942,NVDA,ma-cross,Buy,2017-07-30
943,NVDA,dmi,Buy,2017-07-30
944,NVDA,mfi,Sell,2017-07-30
945,NVDA,trendline,Buy,2017-07-30
946,NVDA,rsi,Hold,2017-08-06
947,NVDA,macd,Sell,2017-08-06
948,NVDA,bollinger,Hold,2017-08-06
949,NVDA,ma-cross,Buy,2017-08-06
950,NVDA,dmi,Buy,2017-08-06
951,NVDA,mfi,Hold,2017-08-06
952,NVDA,trendline,Buy,2017-08-06
953,NVDA,rsi,Hold,2017-08-13
954,NVDA,macd,Sell,2017-08-13
955,NVDA,bollinger,Buy,2017-08-13
956,NVDA,ma-cross,Buy,2017-08-13
957,NVDA,dmi,Sell,2017-08-13
958,NVDA,mfi,Hold,2017-08-13
959,NVDA,trendline,Sell,2017-08-13
960,NVDA,rsi,Hold,2017-08-20
961,NVDA,macd,Sell,2017-08-20
962,NVDA,bollinger,Hold,2017-08-20
963,NVDA,ma-cross,Buy,2017-08-20
964,NVDA,dmi,Sell,2017-08-20
965,NVDA,mfi,Hold,2017-08-20
966,NVDA,trendline,Sell,2017-08-20
967,NVDA,rsi,Hold,2017-08-27
968,NVDA,macd,Sell,2017-08-27
969,NVDA,bollinger,Hold,2017-08-27
970,NVDA,ma-cross,Buy,2017-08-27
971,NVDA,dmi,Buy,2017-08-27
972,NVDA,mfi,Hold,2017-08-27
973,NVDA,trendline,Sell,2017-08-27
974,NVDA,rsi,Hold,2017-09-03
975,NVDA,macd,Buy,2017-09-03
976,NVDA,bollinger,Hold,2017-09-03
977,NVDA,ma-cross,Buy,2017-09-03
978,NVDA,dmi,Buy,2017-09-03
979,NVDA,mfi,Hold,2017-09-03
980,NVDA,trendline,Buy,2017-09-03
981,NVDA,rsi,Hold,2017-09-10
982,NVDA,macd,Sell,2017-09-10
983,NVDA,bollinger,Hold,2017-09-10
984,NVDA,ma-cross,Buy,2017-09-10
985,NVDA,dmi,Sell,2017-09-10
986,NVDA,mfi,Hold,2017-09-10
987,NVDA,trendline,Sell,2017-09-10
988,NVDA,rsi,Hold,2017-09-17
989,NVDA,macd,Buy,2017-09-17
990,NVDA,bollinger,Sell,2017-09-17
991,NVDA,ma-cross,Buy,2017-09-17
992,NVDA,dmi,Buy,2017-09-17
993,NVDA,mfi,Hold,2017-09-17
994,NVDA,trendline,Buy,2017-09-17
995,NVDA,rsi,Hold,2017-09-24
996,NVDA,macd,Buy,2017-09-24
997,NVDA,bollinger,Hold,2017-09-24
998,NVDA,ma-cross,Buy,2017-09-24
999,NVDA,dmi,Buy,2017-09-24
1000,NVDA,mfi,Hold,2017-09-24
1001,NVDA,trendline,Buy,2017-09-24
1002,NVDA,rsi,Hold,2017-10-01
1003,NVDA,macd,Sell,2017-10-01
1004,NVDA,bollinger,Hold,2017-10-01
1005,NVDA,ma-cross,Buy,2017-10-01
1006,NVDA,dmi,Buy,2017-10-01
1007,NVDA,mfi,Hold,2017-10-01
1008,NVDA,trendline,Buy,2017-10-01
1009,NVDA,rsi,Hold,2017-10-08
1010,NVDA,macd,Sell,2017-10-08
1011,NVDA,bollinger,Hold,2017-10-08
1012,NVDA,ma-cross,Buy,2017-10-08
1013,NVDA,dmi,Buy,2017-10-08
1014,NVDA,mfi,Hold,2017-10-08
1015,NVDA,trendline,Buy,2017-10-08
1016,NVDA,rsi,Sell,2017-10-15
1017,NVDA,macd,Buy,2017-10-15
1018,NVDA,bollinger,Hold,2017-10-15
1019,NVDA,ma-cross,Buy,2017-10-15
1020,NVDA,dmi,Buy,2017-10-15
1021,NVDA,mfi,Sell,2017-10-15
1022,NVDA,trendline,Buy,2017-10-15
1023,NVDA,rsi,Sell,2017-10-22
1024,NVDA,macd,Buy,2017-10-22
1025,NVDA,bollinger,Hold,2017-10-22
1026,NVDA,ma-cross,Buy,2017-10-22
1027,NVDA,dmi,Buy,2017-10-22
1028,NVDA,mfi,Hold,2017-10-22
1029,NVDA,trendline,Buy,2017-10-22
1030,NVDA,rsi,Sell,2017-10-29
1031,NVDA,macd,Sell,2017-10-29
1032,NVDA,bollinger,Hold,2017-10-29
1033,NVDA,ma-cross,Buy,2017-10-29
1034,NVDA,dmi,Buy,2017-10-29
1035,NVDA,mfi,Hold,2017-10-29
1036,NVDA,trendline,Buy,2017-10-29
1037,NVDA,rsi,Sell,2017-11-05
1038,NVDA,macd,Buy,2017-11-05
1039,NVDA,bollinger,Hold,2017-11-05
1040,NVDA,ma-cross,Buy,2017-11-05
1041,NVDA,dmi,Buy,2017-11-05
1042,NVDA,mfi,Hold,2017-11-05
1043,NVDA,trendline,Buy,2017-11-05
1044,NVDA,rsi,Sell,2017-11-12
1045,NVDA,macd,Buy,2017-11-12
1046,NVDA,bollinger,Sell,2017-11-12
1047,NVDA,ma-cross,Buy,2017-11-12
1048,NVDA,dmi,Buy,2017-11-12
1049,NVDA,mfi,Hold,2017-11-12
1050,NVDA,trendline,Buy,2017-11-12
1051,NVDA,rsi,Hold,2017-11-19
1052,NVDA,macd,Sell,2017-11-19
1053,NVDA,bollinger,Hold,2017-11-19
1054,NVDA,ma-cross,Buy,2017-11-19
1055,NVDA,dmi,Buy,2017-11-19
1056,NVDA,mfi,Hold,2017-11-19
1057,NVDA,trendline,Buy,2017-11-19
1058,NVDA,rsi,Hold,2017-11-26
1059,NVDA,macd,Sell,2017-11-26
1060,NVDA,bollinger,Hold,2017-11-26
1061,NVDA,ma-cross,Buy,2017-11-26
1062,NVDA,dmi,Buy,2017-11-26
1063,NVDA,mfi,Hold,2017-11-26
1064,NVDA,trendline,Buy,2017-11-26
1065,NVDA,rsi,Hold,2017-12-03
1066,NVDA,macd,Sell,2017-12-03
1067,NVDA,bollinger,Buy,2017-12-03
1068,NVDA,ma-cross,Buy,2017-12-03
1069,NVDA,dmi,Sell,2017-12-03
1070,NVDA,mfi,Hold,2017-12-03
1071,NVDA,trendline,Sell,2017-12-03
1072,NVDA,rsi,Hold,2017-12-10
1073,NVDA,macd,Sell,2017-12-10
1074,NVDA,bollinger,Hold,2017-12-10
1075,NVDA,ma-cross,Buy,2017-12-10
1076,NVDA,dmi,Sell,2017-12-10
1077,NVDA,mfi,Hold,2017-12-10
1078,NVDA,trendline,Sell,2017-12-10
1079,NVDA,rsi,Hold,2017-12-17
1080,NVDA,macd,Sell,2017-12-17
1081,NVDA,bollinger,Hold,2017-12-17
1082,NVDA,ma-cross,Buy,2017-12-17
1083,NVDA,dmi,Sell,2017-12-17
1084,NVDA,mfi,Hold,2017-12-17
1085,NVDA,trendline,Sell,2017-12-17
1086,NVDA,rsi,Hold,2017-12-24
1087,NVDA,macd,Buy,2017-12-24
1088,NVDA,bollinger,Hold,2017-12-24
1089,NVDA,ma-cross,Buy,2017-12-24
1090,NVDA,dmi,Sell,2017-12-24
1091,NVDA,mfi,Hold,2017-12-24
1092,NVDA,trendline,Buy,2017-12-24
1093,NVDA,rsi,Hold,2017-12-31
1094,NVDA,macd,Buy,2017-12-31
1095,NVDA,bollinger,Hold,2017-12-31
1096,NVDA,ma-cross,Buy,2017-12-31
1097,NVDA,dmi,Sell,2017-12-31
1098,NVDA,mfi,Hold,2017-12-31
1099,NVDA,trendline,Buy,2017-12-31
1100,NVDA,rsi,Hold,2018-01-07
1101,NVDA,macd,Buy,2018-01-07
1102,NVDA,bollinger,Sell,2018-01-07
1103,NVDA,ma-cross,Buy,2018-01-07
1104,NVDA,dmi,Buy,2018-01-07
1105,NVDA,mfi,Hold,2018-01-07
1106,NVDA,trendline,Buy,2018-01-07
1107,NVDA,rsi,Sell,2018-01-14
1108,NVDA,macd,Buy,2018-01-14
1109,NVDA,bollinger,Hold,2018-01-14
1110,NVDA,ma-cross,Buy,2018-01-14
1111,NVDA,dmi,Buy,2018-01-14
1112,NVDA,mfi,Hold,2018-01-14
1113,NVDA,trendline,Buy,2018-01-14
1114,NVDA,rsi,Sell,2018-01-21
1115,NVDA,macd,Buy,2018-01-21
1116,NVDA,bollinger,Hold,2018-01-21
1117,NVDA,ma-cross,Buy,2018-01-21
1118,NVDA,dmi,Buy,2018-01-21
1119,NVDA,mfi,Hold,2018-01-21
1120,NVDA,trendline,Buy,2018-01-21
1121,NVDA,rsi,Sell,2018-01-28
1122,NVDA,macd,Buy,2018-01-28
1123,NVDA,bollinger,Hold,2018-01-28
1124,NVDA,ma-cross,Buy,2018-01-28
1125,NVDA,dmi,Buy,2018-01-28
1126,NVDA,mfi,Hold,2018-01-28
1127,NVDA,trendline,Buy,2018-01-28
1128,NVDA,rsi,Hold,2018-02-04
1129,NVDA,macd,Sell,2018-02-04
1130,NVDA,bollinger,Hold,2018-02-04
1131,NVDA,ma-cross,Buy,2018-02-04
1132,NVDA,dmi,Buy,2018-02-04
1133,NVDA,mfi,Hold,2018-02-04
1134,NVDA,trendline,Buy,2018-02-04
1135,NVDA,rsi,Hold,2018-02-11
1136,NVDA,macd,Sell,2018-02-11
1137,NVDA,bollinger,Hold,2018-02-11
1138,NVDA,ma-cross,Buy,2018-02-11
1139,NVDA,dmi,Sell,2018-02-11
1140,NVDA,mfi,Hold,2018-02-11
1141,NVDA,trendline,Buy,2018-02-11
1142,NVDA,rsi,Hold,2018-02-18
1143,NVDA,macd,Buy,2018-02-18
1144,NVDA,bollinger,Hold,2018-02-18
1145,NVDA,ma-cross,Buy,2018-02-18
1146,NVDA,dmi,Buy,2018-02-18
1147,NVDA,mfi,Hold,2018-02-18
1148,NVDA,trendline,Buy,2018-02-18
1149,NVDA,rsi,Hold,2018-02-25
1150,NVDA,macd,Buy,2018-02-25
1151,NVDA,bollinger,Hold,2018-02-25
1152,NVDA,ma-cross,Buy,2018-02-25
1153,NVDA,dmi,Sell,2018-02-25
1154,NVDA,mfi,Hold,2018-02-25
1155,NVDA,trendline,Buy,2018-02-25
1156,NVDA,rsi,Hold,2018-03-04
1157,NVDA,macd,Sell,2018-03-04
1158,NVDA,bollinger,Hold,2018-03-04
1159,NVDA,ma-cross,Buy,2018-03-04
1160,NVDA,dmi,Sell,2018-03-04
1161,NVDA,mfi,Hold,2018-03-04
1162,NVDA,trendline,Buy,2018-03-04
1163,NVDA,rsi,Hold,2018-03-11
1164,NVDA,macd,Sell,2018-03-11
1165,NVDA,bollinger,Hold,2018-03-11
1166,NVDA,ma-cross,Buy,2018-03-11
1167,NVDA,dmi,Sell,2018-03-11
1168,NVDA,mfi,Hold,2018-03-11
1169,NVDA,trendline,Buy,2018-03-11
1170,NVDA,rsi,Hold,2018-03-18
1171,NVDA,macd,Buy,2018-03-18
1172,NVDA,bollinger,Hold,2018-03-18
1173,NVDA,ma-cross,Buy,2018-03-18
1174,NVDA,dmi,Buy,2018-03-18
1175,NVDA,mfi,Hold,2018-03-18
1176,NVDA,trendline,Buy,2018-03-18
1177,NVDA,rsi,Hold,2018-03-25
1178,NVDA,macd,Sell,2018-03-25
1179,NVDA,bollinger,Hold,2018-03-25
1180,NVDA,ma-cross,Buy,2018-03-25
1181,NVDA,dmi,Sell,2018-03-25
1182,NVDA,mfi,Hold,2018-03-25
1183,NVDA,trendline,Sell,2018-03-25
1184,NVDA,rsi,Hold,2018-04-01
1185,NVDA,macd,Sell,2018-04-01
1186,NVDA,bollinger,Hold,2018-04-01
1187,NVDA,ma-cross,Buy,2018-04-01
1188,NVDA,dmi,Sell,2018-04-01
1189,NVDA,mfi,Hold,2018-04-01
1190,NVDA,trendline,Sell,2018-04-01
1191,NVDA,rsi,Hold,2018-04-08
1192,NVDA,macd,Sell,2018-04-08
1193,NVDA,bollinger,Hold,2018-04-08
1194,NVDA,ma-cross,Buy,2018-04-08
1195,NVDA,dmi,Sell,2018-04-08
1196,NVDA,mfi,Hold,2018-04-08
1197,NVDA,trendline,Sell,2018-04-08
1198,NVDA,rsi,Hold,2018-04-15
1199,NVDA,macd,Buy,2018-04-15
1200,NVDA,bollinger,Hold,2018-04-15
1201,NVDA,ma-cross,Buy,2018-04-15
1202,NVDA,dmi,Sell,2018-04-15
1203,NVDA,mfi,Hold,2018-04-15
1204,NVDA,trendline,Sell,2018-04-15
1205,NVDA,rsi,Hold,2018-04-22
1206,NVDA,macd,Buy,2018-04-22
1207,NVDA,bollinger,Hold,2018-04-22
1208,NVDA,ma-cross,Buy,2018-04-22
1209,NVDA,dmi,Sell,2018-04-22
1210,NVDA,mfi,Hold,2018-04-22
1211,NVDA,trendline,Buy,2018-04-22
1212,NVDA,rsi,Hold,2018-04-29
1213,NVDA,macd,Sell,2018-04-29
1214,NVDA,bollinger,Hold,2018-04-29
1215,NVDA,ma-cross,Buy,2018-04-29
1216,NVDA,dmi,Sell,2018-04-29
1217,NVDA,mfi,Hold,2018-04-29
1218,NVDA,trendline,Buy,2018-04-29
1219,NVDA,rsi,Hold,2018-05-06
1220,NVDA,macd,Buy,2018-05-06
1221,NVDA,bollinger,Hold,2018-05-06
1222,NVDA,ma-cross,Buy,2018-05-06
1223,NVDA,dmi,Buy,2018-05-06
1224,NVDA,mfi,Hold,2018-05-06
1225,NVDA,trendline,Buy,2018-05-06
1226,NVDA,rsi,Hold,2018-05-13
1227,NVDA,macd,Buy,2018-05-13
1228,NVDA,bollinger,Hold,2018-05-13
1229,NVDA,ma-cross,Buy,2018-05-13
1230,NVDA,dmi,Buy,2018-05-13
1231,NVDA,mfi,Hold,2018-05-13
1232,NVDA,trendline,Buy,2018-05-13
1233,NVDA,rsi,Hold,2018-05-20
1234,NVDA,macd,Buy,2018-05-20
1235,NVDA,bollinger,Hold,2018-05-20
1236,NVDA,ma-cross,Buy,2018-05-20
1237,NVDA,dmi,Buy,2018-05-20
1238,NVDA,mfi,Hold,2018-05-20
1239,NVDA,trendline,Buy,2018-05-20
1240,NVDA,rsi,Hold,2018-05-27
1241,NVDA,macd,Sell,2018-05-27
